user,artid,artname,song
03a830191e24c688c85a6f79684260139e70a3bb,8f4be405-84d5-4cac-bdf9-bf02d9e04962,tim hardin,18
03a830191e24c688c85a6f79684260139e70a3bb,5c864a6f-146e-4225-986d-3295ce90f784,harold budd,17
03a830191e24c688c85a6f79684260139e70a3bb,0688add2-c282-4ee2-ba61-223ffdb3c201,bauhaus,16
03a830191e24c688c85a6f79684260139e70a3bb,6cd8706c-2bf1-4406-8377-187136acb110,münchener kammerorchester,15
03a830191e24c688c85a6f79684260139e70a3bb,f1df0431-9250-4ec8-95d8-f19ce7cf7fb6,stereolab,15
03a830191e24c688c85a6f79684260139e70a3bb,0110e63e-0a9b-4818-af8e-41e180c20b9a,devendra banhart,14
03a830191e24c688c85a6f79684260139e70a3bb,7a8dbe84-f4c0-4457-bfa3-edced1f8cde0,antônio carlos jobim,13
03a830191e24c688c85a6f79684260139e70a3bb,2adb429d-e39c-467b-b175-3f40440ff630,funki porcini,13
03a830191e24c688c85a6f79684260139e70a3bb,e931686c-e18d-46e0-b8b9-58813fcea31d,france clidat,12
0a9cb608e1a5e22a98a515d401d7194628d54e2f,446c2141-bafa-4e87-ac55-63877ad91eb8,mistabishi,495
0a9cb608e1a5e22a98a515d401d7194628d54e2f,1b002a6c-0f6c-4335-aab6-36a74058250f,danny byrd,359
0a9cb608e1a5e22a98a515d401d7194628d54e2f,2ba04008-0a21-4dda-a203-f0ac53fd3d50,camo,245
0a9cb608e1a5e22a98a515d401d7194628d54e2f,49dca5fc-30b2-46be-93bd-033c53425e07,logistics,243
0a9cb608e1a5e22a98a515d401d7194628d54e2f,738f5d0d-3704-44db-823f-8ddad2dc1508,stimming,186
0a9cb608e1a5e22a98a515d401d7194628d54e2f,1ebfdf94-157b-47c0-a71e-9291c6a557cd,brookes brothers,144
0a9cb608e1a5e22a98a515d401d7194628d54e2f,0356daee-ec48-4495-bc3e-460b8a5eacad,london elektricity,100
0a9cb608e1a5e22a98a515d401d7194628d54e2f,b4afc42e-29d4-4273-bdf9-df545e081ef8,syncopix,93
0a9cb608e1a5e22a98a515d401d7194628d54e2f,75224f04-739d-4cef-abe3-d6940e7a1139,superpitcher,78
0a9cb608e1a5e22a98a515d401d7194628d54e2f,77c0fd12-0166-4ccc-a2ff-d11b52d5b899,der junge mit der gitarre,74
0a9cb608e1a5e22a98a515d401d7194628d54e2f,3b1c013a-77e2-46c2-8803-3e79c04979c2,erdbeerschnitzel,67
0a9cb608e1a5e22a98a515d401d7194628d54e2f,a09b8bc4-b1f9-411f-a4f9-42aa0e671f49,angie reed,62
0a9cb608e1a5e22a98a515d401d7194628d54e2f,cb67438a-7f50-4f2b-a6f1-2bb2729fd538,air,58
0a9cb608e1a5e22a98a515d401d7194628d54e2f,10c07fca-2678-40b6-9644-cde68d3e9554,peter fox,51
0a9cb608e1a5e22a98a515d401d7194628d54e2f,889b69e3-7b18-4889-b953-9f2931597204,high contrast,48
0a9cb608e1a5e22a98a515d401d7194628d54e2f,5f2cb99a-7e59-429f-a44d-3a880edccfb1,aventura,47
0a9cb608e1a5e22a98a515d401d7194628d54e2f,59fef7d7-98bf-4610-a746-d89b38d8bf70,fm belfast,47
0a9cb608e1a5e22a98a515d401d7194628d54e2f,48355058-f608-4048-8281-a5ceee68c298,polarity,44
0a9cb608e1a5e22a98a515d401d7194628d54e2f,d3025599-6f78-4477-bd2c-129dbb628a19,body and soul,41
0a9cb608e1a5e22a98a515d401d7194628d54e2f,5700dcd4-c139-4f31-aa3e-6382b9af9032,kraftwerk,37
0a9cb608e1a5e22a98a515d401d7194628d54e2f,a3b21e34-18a3-405b-9347-9be6aa9cfccf,dj marky & xrs,36
0a9cb608e1a5e22a98a515d401d7194628d54e2f,826dc91a-6dd3-4279-ae8d-bb710db646bb,patrice,35
0a9cb608e1a5e22a98a515d401d7194628d54e2f,50c35b52-700a-4dc9-8d36-fd656b556886,ed rush & optical,34
0a9cb608e1a5e22a98a515d401d7194628d54e2f,41175b89-aec0-4b17-a966-1d2f9bacb1be,abe duque,31
0a9cb608e1a5e22a98a515d401d7194628d54e2f,8f052bad-354f-478e-bd8d-3f6ecf720ca8,dj patife,31
0a9cb608e1a5e22a98a515d401d7194628d54e2f,8cb3d42d-ea7b-40aa-9d20-b684ceb8237d,aeox,30
0a9cb608e1a5e22a98a515d401d7194628d54e2f,db612997-f11e-424d-8b41-cf410a433656,asian dub foundation,30
0a9cb608e1a5e22a98a515d401d7194628d54e2f,8666ba48-d9c9-4ca8-aeb1-64429b083d3a,contour,30
0a9cb608e1a5e22a98a515d401d7194628d54e2f,380e2880-567d-4991-a9b5-93a07e428652,nu:tone,30
0a9cb608e1a5e22a98a515d401d7194628d54e2f,446a6b51-84c1-4318-83d8-2e7fcd492b0f,paul ritch,30
0a9cb608e1a5e22a98a515d401d7194628d54e2f,25578af1-83dc-4fbe-a3a9-587ab5424342,cyantific,29
0a9cb608e1a5e22a98a515d401d7194628d54e2f,dd397a39-7366-468f-8572-4d53f3e836f3,agent alvin,28
0a9cb608e1a5e22a98a515d401d7194628d54e2f,04380c85-62e3-402e-9c6e-520f6d16a553,cotton jones,28
0a9cb608e1a5e22a98a515d401d7194628d54e2f,ad813cd7-bcc0-4e93-993e-29ffcdbf63ce,deep motions,28
0a9cb608e1a5e22a98a515d401d7194628d54e2f,63630fb9-5d2b-43a5-8e98-b85bb773b258,the upbeats,27
0a9cb608e1a5e22a98a515d401d7194628d54e2f,8ef1df30-ae4f-4dbd-9351-1a32b208a01e,alicia keys,25
0a9cb608e1a5e22a98a515d401d7194628d54e2f,a22d9d0f-2c44-4220-89d5-242ada9c45b3,alexkid,24
0a9cb608e1a5e22a98a515d401d7194628d54e2f,,ate one,24
0a9cb608e1a5e22a98a515d401d7194628d54e2f,6d4ad9fd-0458-4abf-ba47-db7560268555,influx uk,24
0a9cb608e1a5e22a98a515d401d7194628d54e2f,d08b66b4-8950-439f-bd8e-2dd78dbd7a5f,the bird and the bee,24
0a9cb608e1a5e22a98a515d401d7194628d54e2f,07cfb445-3c53-473f-949e-c60fb1e1b7d7,dj fresh,17
0a9cb608e1a5e22a98a515d401d7194628d54e2f,1ef2bd54-9610-40ba-87dd-c195828411a9,extrawelt,15
0a9cb608e1a5e22a98a515d401d7194628d54e2f,6f027cd7-c2e8-4569-8922-aa2c9a503e65,stephan bodzin,13
0a9cb608e1a5e22a98a515d401d7194628d54e2f,f4cc6a8c-d762-436b-87b1-0579bbcfd2dd,oliver koletzki,12
0a9cb608e1a5e22a98a515d401d7194628d54e2f,8f0d3885-04d9-4a13-aed7-96a25f9f9842,dominik eulberg,11
0a9cb608e1a5e22a98a515d401d7194628d54e2f,125ec42a-7229-4250-afc5-e057484327fe,[unknown],11
0a9cb608e1a5e22a98a515d401d7194628d54e2f,6c0d2b84-9c1d-4c34-be55-1e7d674a60a9,alex under,10
0a9cb608e1a5e22a98a515d401d7194628d54e2f,f3e2ad21-900e-46a0-8597-2a3e457a7c27,gui boratto,10
0a9cb608e1a5e22a98a515d401d7194628d54e2f,a5f92d47-b562-4582-b267-71963a515f4c,paul kalkbrenner,10
0a9cb608e1a5e22a98a515d401d7194628d54e2f,9940c604-2456-4193-a403-ab18420bc1e9,booka shade,9
0a9cb608e1a5e22a98a515d401d7194628d54e2f,3a238c56-3790-4a6a-89af-4aa0c71fa732,josé padilla,9
0a9cb608e1a5e22a98a515d401d7194628d54e2f,0d4bc6e5-2a3e-4fdf-8bbf-59ad0bc374d7,lamb,9
0a9cb608e1a5e22a98a515d401d7194628d54e2f,09211398-3429-4570-8016-932b6842a105,raiden,9
0a9cb608e1a5e22a98a515d401d7194628d54e2f,157c092b-ec67-470a-a258-a4d455159a2e,benjie,8
0a9cb608e1a5e22a98a515d401d7194628d54e2f,c231a7c0-b0bc-4eab-ba45-9c1ff02927a0,future prophecies,8
0a9cb608e1a5e22a98a515d401d7194628d54e2f,4f4bda3c-d636-4135-b65a-6cc26bc75788,kosheen,8
0a9cb608e1a5e22a98a515d401d7194628d54e2f,ab0dfe9b-2609-4c2b-9593-58985a070491,lützenkirchen,8
0a9cb608e1a5e22a98a515d401d7194628d54e2f,a78beff8-95c0-4d1c-929d-3b1eb27f7648,origin unknown,8
0a9cb608e1a5e22a98a515d401d7194628d54e2f,5a0d9997-601f-4f5a-9b63-ff0de4e7b477,oxia,8
0a9cb608e1a5e22a98a515d401d7194628d54e2f,c32c4e72-ee6f-4a12-b8ec-2d8506387ae2,sascha funke,8
0a9cb608e1a5e22a98a515d401d7194628d54e2f,bbb8cabe-50e0-4a97-adc9-87206f20ea6e,alexander kowalski,7
0a9cb608e1a5e22a98a515d401d7194628d54e2f,2aadb587-524c-4b07-b712-0f700526730e,anthony rother,7
0a9cb608e1a5e22a98a515d401d7194628d54e2f,82e454e2-38ee-4e69-89a6-cc65167753d1,chase & status,7
0a9cb608e1a5e22a98a515d401d7194628d54e2f,7a269795-f85a-4717-8576-3f51265776cc,james holden,7
0a9cb608e1a5e22a98a515d401d7194628d54e2f,56a70482-5528-4bef-8da2-a33cf098ce9b,minilogue,7
0a9cb608e1a5e22a98a515d401d7194628d54e2f,ef5084da-d69b-4a20-876a-e0299822a7bc,moonbootica,7
0a9cb608e1a5e22a98a515d401d7194628d54e2f,2095b935-2007-4ae0-a48a-ef4d6fc3aac0,photek,7
0a9cb608e1a5e22a98a515d401d7194628d54e2f,f14c12ad-efb0-4044-ac80-de6da10fceaa,ram trilogy,7
0a9cb608e1a5e22a98a515d401d7194628d54e2f,1c70a3fc-fa3c-4be1-8b55-c3192db8a884,röyksopp,7
0a9cb608e1a5e22a98a515d401d7194628d54e2f,86bb09f3-7ace-45dc-b26a-6833b18ecb85,ada,6
0a9cb608e1a5e22a98a515d401d7194628d54e2f,8a246333-858f-4d89-bd07-b759e7d060e9,alter ego,6
0a9cb608e1a5e22a98a515d401d7194628d54e2f,7b52603c-a84c-4a76-8dc8-899bb4dd9fa7,digitalism,6
0a9cb608e1a5e22a98a515d401d7194628d54e2f,2ff63f00-0954-4b14-9007-e19b822fc8b2,ellen allien,6
0a9cb608e1a5e22a98a515d401d7194628d54e2f,fadddb61-613d-4078-be8b-9f1d2800aea1,evol intent,6
0a9cb608e1a5e22a98a515d401d7194628d54e2f,3dc658d0-0d75-48d0-8f3f-851ec757f17b,e-z rollers,6
0a9cb608e1a5e22a98a515d401d7194628d54e2f,40bd56ef-fdbd-4ebe-a8cb-37127c09bcfe,gabriel ananda,6
0a9cb608e1a5e22a98a515d401d7194628d54e2f,37d29a0a-4f5d-4a53-917c-bd0e897c54f7,gentleman,6
0a9cb608e1a5e22a98a515d401d7194628d54e2f,df3f8407-f82b-4cf6-9145-6e09f9e79b85,joris voorn,6
0a9cb608e1a5e22a98a515d401d7194628d54e2f,e222c485-a490-44ef-9ba3-992160c29968,kryptic minds & leon switch,6
0a9cb608e1a5e22a98a515d401d7194628d54e2f,2f94016a-3880-4d8c-9af9-0e197ee77189,moloko,6
0a9cb608e1a5e22a98a515d401d7194628d54e2f,76da816f-ea05-4172-ad9e-ffb69c32199f,richie hawtin,6
0a9cb608e1a5e22a98a515d401d7194628d54e2f,2eeba1d4-f67d-45be-a22e-ab73e925aa43,roni size,6
0a9cb608e1a5e22a98a515d401d7194628d54e2f,ec4e96b9-a5fc-4eea-9c69-2cc2a395f46e,scsi-9,6
0a9cb608e1a5e22a98a515d401d7194628d54e2f,14008378-5900-4370-831e-3d17f9749caf,sven väth,6
0a9cb608e1a5e22a98a515d401d7194628d54e2f,b42a9ece-2a18-4660-9c26-94dc01127962,adam f,5
0a9cb608e1a5e22a98a515d401d7194628d54e2f,630662ea-1c7d-4208-99fd-ba3afec20f0c,amon tobin,5
0a9cb608e1a5e22a98a515d401d7194628d54e2f,6b8072cf-7d49-4484-8041-c84a9e56abc7,jeff samuel,5
0a9cb608e1a5e22a98a515d401d7194628d54e2f,188218d1-e43b-4264-a3a3-18f60d3639b3,spl,5
0d1ef6fa20a01976b022712d88058f8407da5bcb,a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,u2,983
0d1ef6fa20a01976b022712d88058f8407da5bcb,55bf17c0-91b7-405e-80a5-f49a50fe9d3b,auf der maur,676
0d1ef6fa20a01976b022712d88058f8407da5bcb,d2038f68-9325-42d3-a06c-5198aac24752,terrorvision,573
0d1ef6fa20a01976b022712d88058f8407da5bcb,ba0d6274-db14-4ef5-b28d-657ebde1a396,the smashing pumpkins,569
0d1ef6fa20a01976b022712d88058f8407da5bcb,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,the beatles,525
0d1ef6fa20a01976b022712d88058f8407da5bcb,e212efdf-98b2-4dce-92ed-62cfc1e29854,skunk anansie,518
0d1ef6fa20a01976b022712d88058f8407da5bcb,1dcc8968-f2cd-441c-beda-6270f70f2863,hole,493
0d1ef6fa20a01976b022712d88058f8407da5bcb,bc5c1c45-927c-4002-8ea9-7011016345bc,queen adreena,485
0d1ef6fa20a01976b022712d88058f8407da5bcb,582fee78-d934-4603-9f5c-1729e0ca36b7,helmet,484
0d1ef6fa20a01976b022712d88058f8407da5bcb,d0d93f12-bb1a-4053-99f7-bcf5e63cf844,the wildhearts,478
0d1ef6fa20a01976b022712d88058f8407da5bcb,c0b2500e-0cef-4130-869d-732b23ed9df5,tori amos,461
0d1ef6fa20a01976b022712d88058f8407da5bcb,e3434cc7-d348-491a-9dc8-325af3d9086d,jane's addiction,442
0d1ef6fa20a01976b022712d88058f8407da5bcb,85226286-349a-4046-8dcf-f75b32baa6b1,therapy?,435
0d1ef6fa20a01976b022712d88058f8407da5bcb,86e8e21a-d29f-47d2-bbf0-e079f7044e71,veruca salt,415
0d1ef6fa20a01976b022712d88058f8407da5bcb,e795e03d-b5d5-4a5f-834d-162cfb308a2c,pj harvey,410
0d1ef6fa20a01976b022712d88058f8407da5bcb,d6ff259a-bbb6-4454-8503-80151da5f2db,life of agony,409
0d1ef6fa20a01976b022712d88058f8407da5bcb,7509421d-1074-442f-be8f-b526167afcb3,the presidents of the united states of america,406
0d1ef6fa20a01976b022712d88058f8407da5bcb,57111f1f-9829-45ea-bb4e-a5aba37cd1d1,l7,402
0d1ef6fa20a01976b022712d88058f8407da5bcb,6ae51665-8261-4ae5-883f-1899651ad31b,filter,394
0d1ef6fa20a01976b022712d88058f8407da5bcb,83b9cbe7-9857-49e2-ab8e-b57b01038103,pearl jam,384
0d1ef6fa20a01976b022712d88058f8407da5bcb,31d2041c-985d-48f7-b6e2-2a70cdf14853,courtney love,356
0d1ef6fa20a01976b022712d88058f8407da5bcb,ea4dfa26-f633-4da6-a52a-f49ea4897b58,r.e.m.,352
0d1ef6fa20a01976b022712d88058f8407da5bcb,b15ebd71-a252-417d-9e1c-3e6863da68f8,faith no more,344
0d1ef6fa20a01976b022712d88058f8407da5bcb,7e870dd5-2667-454b-9fcf-a132dd8071f1,jack off jill,344
0d1ef6fa20a01976b022712d88058f8407da5bcb,5af2629b-36de-486c-ad50-a89a28ff050f,zwan,342
0d1ef6fa20a01976b022712d88058f8407da5bcb,366b86a0-74b2-4fcb-ba79-637258299dbb,prong,341
0d1ef6fa20a01976b022712d88058f8407da5bcb,3ca37f23-fdce-49ce-86e2-134c9a17ebc5,rollins band,338
0d1ef6fa20a01976b022712d88058f8407da5bcb,4bdcee62-4902-4773-8cd1-e252e2e31225,alanis morissette,331
0d1ef6fa20a01976b022712d88058f8407da5bcb,e9a639e2-3840-410a-bd6d-4e7bdb66734d,bif naked,312
0d1ef6fa20a01976b022712d88058f8407da5bcb,70248960-cb53-4ea4-943a-edb18f7d336f,bruce springsteen,304
0d1ef6fa20a01976b022712d88058f8407da5bcb,2a818e9d-5a8b-431a-bbca-14d40226811f,ginger,300
0d1ef6fa20a01976b022712d88058f8407da5bcb,35a125bb-674e-4155-b6b8-bfde69a3f3e7,angelfish,292
0d1ef6fa20a01976b022712d88058f8407da5bcb,dcc0e816-31d2-4501-93c6-b5b64fcda39f,mary black,287
0d1ef6fa20a01976b022712d88058f8407da5bcb,a0955511-1324-4e9b-834f-e1e140502850,monster magnet,284
0d1ef6fa20a01976b022712d88058f8407da5bcb,66da25f9-1534-4dd1-b88c-718bc24e1ccd,guano apes,283
0d1ef6fa20a01976b022712d88058f8407da5bcb,cba77ba2-862d-4cee-a8f6-d3f9daf7211c,live,283
0d1ef6fa20a01976b022712d88058f8407da5bcb,41593aa1-dda6-4a5a-af87-0eebf93e3775,babes in toyland,275
0d1ef6fa20a01976b022712d88058f8407da5bcb,55c6eb6e-8388-497c-acaf-dbff584d0c3a,a,274
0d1ef6fa20a01976b022712d88058f8407da5bcb,d70416d3-c006-4a8b-aebd-91a4f198591f,the donnas,274
0d1ef6fa20a01976b022712d88058f8407da5bcb,a1684a49-feaa-4150-b758-d9412fc59f12,mike oldfield,273
0d1ef6fa20a01976b022712d88058f8407da5bcb,91f32a6b-fc11-45b6-a243-4dd90eaee781,ugly kid joe,268
0d1ef6fa20a01976b022712d88058f8407da5bcb,4023f80b-9693-424e-888f-411031fdda66,3 colours red,265
0d1ef6fa20a01976b022712d88058f8407da5bcb,bbd2ffd7-17f4-4506-8572-c1ea58c3f9a8,juliette and the licks,265
0d1ef6fa20a01976b022712d88058f8407da5bcb,618b6900-0618-4f1e-b835-bccb17f84294,eric clapton,260
0d1ef6fa20a01976b022712d88058f8407da5bcb,9e0e2b01-41db-4008-bd8b-988977d6019a,the police,253
0d1ef6fa20a01976b022712d88058f8407da5bcb,cc197bad-dc9c-440d-a5b5-d52ba2e14234,coldplay,240
0d1ef6fa20a01976b022712d88058f8407da5bcb,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,the who,218
0d1ef6fa20a01976b022712d88058f8407da5bcb,c98d40fd-f6cf-4b26-883e-eaa515ee2851,the cranberries,210
0d1ef6fa20a01976b022712d88058f8407da5bcb,3248ed2d-bada-41b5-a7b6-ac88faa1f1ac,dixie chicks,200
0d1ef6fa20a01976b022712d88058f8407da5bcb,b071f9fa-14b0-4217-8e97-eb41da73f598,the rolling stones,199
0d1ef6fa20a01976b022712d88058f8407da5bcb,a0327dc2-dc76-44d5-aec6-47cd2dff1469,counting crows,193
0d1ef6fa20a01976b022712d88058f8407da5bcb,64b94289-9474-4d43-8c93-918ccc1920d1,billy joel,192
0d1ef6fa20a01976b022712d88058f8407da5bcb,b7ffd2af-418f-4be2-bdd1-22f8b48613da,nine inch nails,192
0d1ef6fa20a01976b022712d88058f8407da5bcb,5d02f264-e225-41ff-83f7-d9b1f0b1874a,simon & garfunkel,184
0d1ef6fa20a01976b022712d88058f8407da5bcb,05072650-4b05-4e8b-83d0-dba2576e306a,midnight oil,178
0d1ef6fa20a01976b022712d88058f8407da5bcb,4bd95eea-b9f6-4d70-a36c-cfea77431553,alice in chains,175
0d1ef6fa20a01976b022712d88058f8407da5bcb,985c709c-7771-4de3-9024-7bda29ebe3f9,norah jones,173
0d1ef6fa20a01976b022712d88058f8407da5bcb,109958eb-a335-4c5e-907e-597ff4c6af46,creedence clearwater revival,172
0d1ef6fa20a01976b022712d88058f8407da5bcb,67f66c07-6e61-4026-ade5-7e782fad3a5d,foo fighters,161
0d1ef6fa20a01976b022712d88058f8407da5bcb,a74b1b7f-71a5-4011-9441-d0b5e4122711,radiohead,159
0d1ef6fa20a01976b022712d88058f8407da5bcb,75167b8b-44e4-407b-9d35-effe87b223cf,neil young,155
0d1ef6fa20a01976b022712d88058f8407da5bcb,4b585938-f271-45e2-b19a-91c634b5e396,kate bush,154
0d1ef6fa20a01976b022712d88058f8407da5bcb,f931ccfa-5c64-4bee-94c0-32fb1a6876c3,christy moore,153
0d1ef6fa20a01976b022712d88058f8407da5bcb,0383dadf-2a4e-4d10-a46a-e9e041da8eb3,queen,152
0d1ef6fa20a01976b022712d88058f8407da5bcb,2a9b8d25-8fd8-44e8-b95e-c7bc61f64d4b,till fellner,152
0d1ef6fa20a01976b022712d88058f8407da5bcb,f98711e5-06f7-43ed-8239-da0f61a9c460,the alan parsons project,148
0d1ef6fa20a01976b022712d88058f8407da5bcb,8a338e06-d182-46f2-bd16-30a09bc840ba,elvis costello,147
0d1ef6fa20a01976b022712d88058f8407da5bcb,a16e47f5-aa54-47fe-87e4-bb8af91a9fdd,ennio morricone,147
0d1ef6fa20a01976b022712d88058f8407da5bcb,f9ef7a22-4262-4596-a2a8-1d19345b8e50,garbage,146
0d1ef6fa20a01976b022712d88058f8407da5bcb,f93dbc64-6f08-4033-bcc7-8a0bb4689849,tom petty and the heartbreakers,145
0d1ef6fa20a01976b022712d88058f8407da5bcb,ba03daa8-0a45-4432-881f-4de8e0e05305,natalie merchant,144
0d1ef6fa20a01976b022712d88058f8407da5bcb,e6211cf7-272f-4431-bbd3-40c081b992d4,altan,142
0d1ef6fa20a01976b022712d88058f8407da5bcb,d135874d-9cae-4fef-97e3-36acbd9f5a26,patti smith,141
0d1ef6fa20a01976b022712d88058f8407da5bcb,8bfac288-ccc5-448d-9573-c33ea2aa5c30,red hot chili peppers,141
0d1ef6fa20a01976b022712d88058f8407da5bcb,83d91898-7763-47d7-b03b-b92132375c47,pink floyd,139
0d1ef6fa20a01976b022712d88058f8407da5bcb,c78a77fa-507c-4c07-947a-0355029453bd,sinéad oconnor,139
0d1ef6fa20a01976b022712d88058f8407da5bcb,75af9d25-cf32-49c0-9192-60bd8e9784e6,matchbox twenty,136
0d1ef6fa20a01976b022712d88058f8407da5bcb,2386cd66-e923-4e8e-bf14-2eebe2e9b973,3 doors down,133
0d1ef6fa20a01976b022712d88058f8407da5bcb,7944ed53-2a58-4035-9b93-140a71e41c34,sting,133
0d1ef6fa20a01976b022712d88058f8407da5bcb,4dbf5678-7a31-406a-abbe-232f8ac2cd63,bryan adams,132
0d1ef6fa20a01976b022712d88058f8407da5bcb,9efff43b-3b29-4082-824e-bc82f646f93d,the doors,127
0d1ef6fa20a01976b022712d88058f8407da5bcb,8f92558c-2baa-4758-8c38-615519e9deda,the clash,126
0d1ef6fa20a01976b022712d88058f8407da5bcb,acf6c776-d0f6-4239-b5a2-a45a613ffa52,the corrs,123
0d1ef6fa20a01976b022712d88058f8407da5bcb,0aad6b52-fd93-4ea4-9c5d-1f66e1bc9f0a,john mellencamp,122
0d1ef6fa20a01976b022712d88058f8407da5bcb,933fdeae-ec68-48e9-a752-8bcfd44bc429,rory gallagher,120
0d1ef6fa20a01976b022712d88058f8407da5bcb,5441c29d-3602-4898-b1a1-b77fa23b8e50,david bowie,118
0d1ef6fa20a01976b022712d88058f8407da5bcb,e01c3376-15fa-40d7-b747-5f219bdefdd7,steely dan,114
0d1ef6fa20a01976b022712d88058f8407da5bcb,a7ffd53b-6228-43d7-888b-43b602cf0b0f,000 maniacs,10
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,e9e85a54-074c-4d29-a886-bcaaa9d44f9f,elis regina,626
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,b647483f-90cb-4ba2-9a0d-d205ff60348e,luiza possi,380
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,dfe9a7c4-8cf2-47f4-9dcb-d233c2b86ec3,amy winehouse,379
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,3a5d1cc7-627e-48ea-aba3-fdd20d782c33,chico buarque,291
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,13d2b8ed-a5b2-4eff-b730-9e383415e717,danni carlos,276
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,f81f19b9-c76e-43ac-8656-bb56071785fb,marisa monte,218
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,04f71d27-a65f-4516-acc0-e078839b4db0,fundo de quintal,181
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,8ef1df30-ae4f-4dbd-9351-1a32b208a01e,alicia keys,171
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,f27ec8db-af05-4f36-916e-3d57f91ecf5e,michael jackson,163
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,b3b9eb0c-d0b4-4570-b816-4e05e308b444,cássia eller,152
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,2ec73913-df20-484f-b638-cd63a5122b9f,wilson simonal,142
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,e22d2f66-881e-41ca-9356-544697ee5f90,etta james,136
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,47685be0-926f-4be9-b1ae-e32da47a3b99,legião urbana,128
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,88a13d24-7915-4b51-8d95-c8de00ab79ea,martinho da vila,118
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,86a4c4dd-653e-47e4-95fc-485ded6de9da,leela james,113
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,8c1f7395-61b6-43bf-bb62-55d2c669f0e0,marcelo d2,112
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,b1985fc6-0a34-4159-adfa-2332e6b4beab,monobloco,106
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,7d3d9d52-a44f-4ba1-a080-cf64698912c0,zeca pagodinho,105
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,,aline calixto,104
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,f34f0700-1ae5-4b80-b506-252aeff31c71,ana carolina,99
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,67d2cb7a-9ddb-4a7f-82bf-5a2d1a038e98,diana krall,95
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,d9f6e182-8551-417b-95fe-a53c75a0c183,zizi possi,91
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,c04df83e-bfd2-4a5a-bc23-d623241f43f1,luciana mello,89
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,fc63a914-272d-4b95-9221-61adcce6f793,gal costa,86
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,b18bae15-4d6b-47f8-a57f-4da1713f51ce,sensação,85
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,2ce02909-598b-44ef-a456-151ba0a3bd70,ray charles,84
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,eb6595d3-e559-4bcc-a516-843bfdba82e9,cassandra wilson,82
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,01809552-4f87-45b0-afff-2c6f0730a3be,elvis presley,82
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,a774549d-0bc6-470f-a055-c4b12dfd0085,zeca baleiro,82
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,446ac261-09ae-43f4-a7e1-2c753c0813ce,tim maia,79
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,f07dbc2f-317b-470f-bad4-5f1b0eb6faf1,caetano veloso,75
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,cda86e8a-a26a-4b3a-959c-bc9f8a88a1c1,nando reis,74
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,5186d327-70e7-4f96-bb83-d6c730982636,pedro mariano,74
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,cf6b70f6-2616-481c-912c-0263cabfc974,gilberto gil,73
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,a64448e7-8936-430c-ae77-9f556481a56b,jorge ben,72
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,b76ce972-d1f2-4db5-adef-5447323be2f1,mariana aydar,70
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,8fc170d0-dc00-4eb8-b3ae-9f6dd88ed148,samba de rainha,67
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,2bfbd369-882a-4f23-a603-6d3aac8001cc,funk como le gusta,66
0346ae8f71ae5ac03b2ff4d67fe852633ab54af3,da61fb5d-9543-4e36-9fa7-dad3111f7e8e,lenine,66
